id,sentiment,text,scores,compound,pos,neu,neg,Predicted_Sentiment
1960,Neutral,"RT @revteapain: Final question: ""Whose the Jesus-isest?""  #GOPDebate","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
1961,Neutral,On #immigrationreform #GOPDebate @marcorubio: most are Central Americans not Mexicans (true) and he wants electronic monitoring systems,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
1962,Positive,RT @Clarknt67: I trust #trans solider @OnlyShaneOrtega to protect my freedom over @GovMikeHuckabee any day. #LGBT #GOPDebate http://t.co/zN…,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.8779}",0.8779,0.419,0.581,0.0,Positive
1963,Positive,"RT @nannacassie: #CarlyFiorina knows what she's doing. Name your opponents weakness,name your own strenghths,state what she wanrts,ask for …","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
1964,Neutral,"RT @shannonrwatts: The average cost to U.S. taxpayers for a single gun homicide is nearly $400,000 #GOPDebate #gunsense","{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.34}",-0.34,0.0,0.87,0.13,Negative
1965,Positive,RT @michaelkruse: I agree with @mikeallen. Marco Rubio helped himself the most. http://t.co/k7tgoYm8Bi @politico #GOPDebate,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}",0.3612,0.161,0.839,0.0,Positive
1966,Negative,RT @OhNoSheTwitnt: [Helen Lovejoy voice] WON'T SOMEBODY PLEASE THINK OF THE CHRISTIANS? #GOPDebate,"{'neg': 0.173, 'neu': 0.827, 'pos': 0.0, 'compound': -0.3621}",-0.3621,0.0,0.827,0.173,Negative
1967,Negative,"RT @TatianaKing: the fact that it WASNT EVEN A DEBATE AT ALL. It was literally pundits saying ""remember the time you said X? Bish how bout …","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
1968,Negative,msnbc: Chris Christie and Rand Paul feud in tense national security face-off at #GOPDebate: … http://t.co/7roNBlX7ys,"{'neg': 0.25, 'neu': 0.625, 'pos': 0.125, 'compound': -0.34}",-0.34,0.125,0.625,0.25,Negative
1969,Neutral,"oh, yes, you got that right, @BernieSanders #FeelTheBern #GOPDebate  https://t.co/myenLefBnF","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}",0.4019,0.231,0.769,0.0,Positive
1970,Negative,RT @SoulRevision: All the GOP candidates are going to their Klan Rally after the debate. #GOPdebate #KKKorGOP,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
1971,Neutral,RT @John_R_Dykstra: I'm surprised that so many people have already picked a candidate. I'm still listening &amp; playing the field; good field.…,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.6808}",0.6808,0.268,0.732,0.0,Positive
1972,Negative,RT @freestyldesign: How can conservatives POSSIBLY Support a Candidate that DONATED TO HILLARY- EVER- that is ASININE #tcot #ccot #GOPDebat…,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4019}",0.4019,0.13,0.87,0.0,Positive
1973,Negative,"#GOPDebate #ScottWalker My take on the war-mongering last night:Walker-Cold War, Trump-Spanish American, All-States Rights/Civil War,Idiots!","{'neg': 0.23, 'neu': 0.77, 'pos': 0.0, 'compound': -0.636}",-0.636,0.0,0.77,0.23,Negative
1974,Negative,@shawnsBrain66 I'm a liberal and I was ecstatic.  That was hands down the best reality show I've ever seen. #GOPdebate,"{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.8176}",0.8176,0.319,0.681,0.0,Positive
1975,Positive,IMO @realDonaldTrump was targeted by @FoxNews in a biased attack No choice but 2 b on defens Could not offer any real subsatnce #GOPDebate,"{'neg': 0.224, 'neu': 0.776, 'pos': 0.0, 'compound': -0.4939}",-0.4939,0.0,0.776,0.224,Negative
1976,Negative,"RT @levarburton: Amen! RT @atticalocke: I'd like a ""culture of life"" too, like not getting shot by police.  #BlackLivesMatter #GOPDebate","{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.6476}",0.6476,0.237,0.763,0.0,Positive
1977,Positive,"Montel Williams Just Endorsed John Kasich For President.
#GOPDebate http://t.co/eZ9yL3UXXs","{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.25}",0.25,0.182,0.818,0.0,Positive
1978,Negative,Just read @realDonaldTrump's early morning Twitter rants. . .there are reasons why it's not recommended to mix drugs and alcohol. #GOPDebate,"{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.4389}",-0.4389,0.0,0.822,0.178,Negative
1979,Neutral,RT @4BillLewis: #JohnKasich hawking hats on #Twitter - #GOPDebate #FoxDebate #socialmedia #Kasich4Us #retweet #realdonaldtrump #marcorubio …,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
1980,Neutral,RT @mashablegif: Ran Paul's eye roll is on point. #GOPDebate http://t.co/9H8UdTnrJw,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
1981,Positive,"RT @sewellchan: ""Hooray for Fox News."" @FrankBruni's take on the #GOPDebate: http://t.co/c4jRx2mnJd","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}",0.5106,0.231,0.769,0.0,Positive
1982,Neutral,RT @ChuckNellis: #CarlyFiorina won't be 2nd tier in the next debate. #GOPDebate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
1983,Negative,RT @_Snape_: Muggles are a joke. #GOPDebate,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.296}",0.296,0.306,0.694,0.0,Positive
1984,Neutral,RT @shannonrwatts: Criminals and felons - including domestic abusers - take advantage of America's lax gun laws to arm themselves #GOPDebat…,"{'neg': 0.363, 'neu': 0.562, 'pos': 0.075, 'compound': -0.8271}",-0.8271,0.075,0.562,0.363,Negative
1985,Negative,"Fear &amp; Loathing in the #GOPDebate | http://t.co/wzoUdISFgi
by @digby56 #tcot #PJNET #FoxNews #GOPClownCar http://t.co/hW9DQXnFwP","{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.7845}",-0.7845,0.0,0.635,0.365,Negative
1986,Negative,"RT @MattyIceAZ: Huckabee: ""We need to banish the Department of Education! We can't have voters being educated!!"" #GOPDebate","{'neg': 0.182, 'neu': 0.818, 'pos': 0.0, 'compound': -0.5826}",-0.5826,0.0,0.818,0.182,Negative
1987,Positive,"When @megynkelly says, for t sake of #argument, #LetMePlayTheDevilsAdvocate, she means it &amp; no one does it better. #GOPDebate #KellyFile","{'neg': 0.1, 'neu': 0.769, 'pos': 0.131, 'compound': 0.1779}",0.1779,0.131,0.769,0.1,Positive
1988,Negative,"Loved the exasperated look on Jeb's face during #GOPDebate. It's like he kept thinking, ""Am I the only one who is taking this seriously?""","{'neg': 0.096, 'neu': 0.685, 'pos': 0.219, 'compound': 0.5574}",0.5574,0.219,0.685,0.096,Positive
1989,Neutral,"RT @MolonLabe1776us: Anyone voting for Chris Christie?
#GOPDebate #TCOT http://t.co/2vXU3v9G4V","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
1990,Positive,"RT @Yowan: ""I'm a different kind of Republican"" - @RandPaul #GOPDebate 
He really is and he needs to show that contrast, instead of panderi…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
1991,Neutral,"RT @pattonoswalt: Can SOMEONE Photoshop an album cover for Chris Christie's smooth jazz masterpiece, THE HUGS THAT I REMEMBER? #GOPDebate","{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.8415}",0.8415,0.321,0.679,0.0,Positive
1992,Neutral,2016 Wide Open Heading out of Electric Opening Debates - http://t.co/OroBlJ66rK: http://t.co/WFY89WXKzD #GOPDebate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
1993,Neutral,So about Kelly last night: stopped clocks. #GOPDebate,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.2263}",-0.2263,0.0,0.787,0.213,Negative
1994,Neutral,RT @AstroKatie: The candidates are being asked if they heard from God who isn't even an American citizen I mean come on. #GOPDebate,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2732}",0.2732,0.091,0.909,0.0,Positive
1995,Negative,"Other than ""DOWN WITH THE EPA!"" #GOPDebate","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
1996,Negative,"RT @lizzwinstead: Ben Carson, may be the only brain surgeon who has performed a lobotomy on himself. #GOPDebate","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
1997,Neutral,"RT @jangelgonzalo: The GOP debate, charted word by word http://t.co/utUowZIvj6 #GOPDebate","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
1998,Negative,Yes! And true of most religions: women are unclean sexual distracters &amp; men are hapless victims #religion #GOPDebate https://t.co/iX20ObGO2p,"{'neg': 0.184, 'neu': 0.588, 'pos': 0.227, 'compound': 0.2714}",0.2714,0.227,0.588,0.184,Positive
1999,Negative,"RT @shannonrwatts: Bush and Obama administrations proposed law to close Terror Gap, but #NRA fought against any efforts to close it #GOPdeb…","{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.631}",-0.631,0.0,0.795,0.205,Negative
2000,Negative,#ClimateChange a Non-Issue in #GOPDebate / Primary Season http://t.co/QICyHOPamW Great read at @insideclimate with input from @FordOConnell,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6249}",0.6249,0.227,0.773,0.0,Positive
2001,Negative,@foxandfriends that's not a zinger.  Treating women like human beings isn't political correctness. #GOPDebate,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}",0.3612,0.172,0.828,0.0,Positive
2002,Negative,"@megynkelly going.Ronda Rousey on @realDonaldTrump 's  posterior and his childish comeback was a ""where were you when?"" moment.#GOPDebate","{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.296}",-0.296,0.0,0.879,0.121,Negative
2003,Neutral,Interesting Al-Arabiya coverage of the #GOPDebate @AlArabiya http://t.co/Fgpb32DLH0,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}",0.4019,0.278,0.722,0.0,Positive
2004,Negative,RT @princeofbordue1: WRONG! #EPICFAIL @megynkelly attacked @realDonaldTrump from the start. There nothing fair and balanced. #GOPDebate  ht…,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.8437}",-0.8437,0.0,0.606,0.394,Negative
2005,Positive,"RT @Marnus3: The perfect remedy for a #GOPDebate hangover is to #FF @ShaunKing  
@Oregonemom   @Joseph_Santoro  @BWheatnyc @S_Cosgrove @cai…","{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.5719}",0.5719,0.188,0.812,0.0,Positive
2006,Negative,"RT @shannonrwatts: Over past 10 years, U.S. military has endured suicide epidemic among troops; more than 2/3 of deaths involved guns #GOPd…","{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.6705}",-0.6705,0.0,0.824,0.176,Negative
2007,Neutral,At #GOPdebate Jindal Pledges To Sign Executive Order Specifically Protecting 'Christians' From Gays http://t.co/cR56G8SZMr,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
2008,Neutral,RT @bustle: RT if it just took you a full 15 minutes to figure out which channel is Fox News. #GOPDebate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
2009,Positive,EXCELLENT .@michellemalkin WOW #StopCommonCore #CommonCoreNews @AliceLinahan #homeshool #TCOT #CCOT http://t.co/E8uWGy4cHf #GOPDebate #Iowa,"{'neg': 0.0, 'neu': 0.527, 'pos': 0.473, 'compound': 0.874}",0.874,0.473,0.527,0.0,Positive
2010,Negative,RT @lybr3: The consensus seems to be that @FoxNews blew it's chance at hosting a #GOPDebate. The moderators blew it w/ their questions.,"{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.25}",0.25,0.087,0.913,0.0,Positive
2011,Negative,"This morning's @theskimm recap of the elephants in the room, was the best recap of all time #GOPDebate #skimmriffic http://t.co/mC2wOKuWI8","{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6369}",0.6369,0.181,0.819,0.0,Positive
2012,Negative,@ImmAdocates Who's the real illegal alien #GOPDEbate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.5574}",-0.5574,0.0,0.816,0.184,Negative
2013,Neutral,RT @RMConservative: #GOPDebate: Did Cruz Trump Trump Last Night?  https://t.co/Zc1kX9yPy7 via @CR,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
2014,Negative,"Andrea Mitchell brings on someone from La Raza to express how ""disappointed"" she is in the #GOPDebate. In other news, dog bites man.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
2015,Negative,"RT @Timcast: Trump's flaunting of wealth has literally nothing to do with having good ideas and being a good leader, its just gross. #GOPDe…","{'neg': 0.1, 'neu': 0.611, 'pos': 0.289, 'compound': 0.7096}",0.7096,0.289,0.611,0.1,Positive
2016,Neutral,RT @puddinstrip: who's up for a post debate fuck on the hood of my Chevy? #RockHardForAmerica #GOPDebate,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.5423}",-0.5423,0.0,0.811,0.189,Negative
2017,Negative,RT @darebaredaisy: WHY ARE WE TALKING ABOUT GOD IN A P O L I T I C A L DEBATE #GOPDebate #DebateWithBernie,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.4278}",0.4278,0.205,0.795,0.0,Positive
2018,Positive,"RT @WAGNERGIRLE: .@peddoc63 

@CarlyFiorina KICKED BUTT &amp; looked fabulous while doing it! #FREEDOM #GOPDebate

@FlyoverCulture @LeahR77 @st…","{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.5707}",0.5707,0.187,0.813,0.0,Positive
2019,Negative,"RT @shannonrwatts: Terror Gap means terrorists can pass background check and buy gun from licensed gun dealer, online or at gun show #GOPde…","{'neg': 0.45, 'neu': 0.55, 'pos': 0.0, 'compound': -0.9287}",-0.9287,0.0,0.55,0.45,Negative
2020,Positive,RT @MartinOMalley: We must rein in Wall Street. I call on every candidate to commit to these four principles. #WWOMD #GOPdebate http://t.co…,"{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.296}",0.296,0.099,0.901,0.0,Positive
2021,Negative,It makes me mad when the moderators intentionally turn the debate personal with attacks and gotcha questions. #GOPDebate,"{'neg': 0.276, 'neu': 0.724, 'pos': 0.0, 'compound': -0.7269}",-0.7269,0.0,0.724,0.276,Negative
2022,Neutral,RT @ChrisShurley: @OutnumberedFNC #charleskrauthammer is a #fossil who just loves #MegynKelly. He's out of his mind on @realDonaldTrump fro…,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.5719}",0.5719,0.179,0.821,0.0,Positive
2023,Negative,"RT @kckshrugged: Where's ted Cruz #gopdebate Fox News unfair. Softballs for Rubio, kasich, Jeb. @realDonaldTrump getting unfair questions","{'neg': 0.279, 'neu': 0.721, 'pos': 0.0, 'compound': -0.7351}",-0.7351,0.0,0.721,0.279,Negative
2024,Negative,RT @JohnFugelsang: The GOP candidates discussing illegal immigration are pure theater. Except theater creates jobs.  #gopdebate,"{'neg': 0.183, 'neu': 0.711, 'pos': 0.107, 'compound': -0.3612}",-0.3612,0.107,0.711,0.183,Negative
2025,Neutral,"RT @FoxNews: .@ScottWalker: Instead of picking fights with Republicans, bring the fight back to @HillaryClinton. #GOPDebate http://t.co/NHR…","{'neg': 0.261, 'neu': 0.739, 'pos': 0.0, 'compound': -0.6486}",-0.6486,0.0,0.739,0.261,Negative
2026,Neutral,#GOPDebate #FoxNews #MegynKelly #ChrisWallace #only winners as a result the debate were the  #SocialistsDemocrats #thanks #FoxNews #debacle,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.4767}",0.4767,0.171,0.829,0.0,Positive
2027,Negative,This is getting boring. Someone bring up the gays or harpoon @ChrisChristie or something. #GOPDebate,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.3182}",-0.3182,0.0,0.859,0.141,Negative
2028,Neutral,"RT @LiveAction: .@MarcoRubio: ""I believe that every single human being is entitled to the protection of our laws, whether they can vote or …","{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.2732}",0.2732,0.087,0.913,0.0,Positive
2029,Negative,"RT @andreagrimes: And here come the candidates, arriving now for #GOPDebate http://t.co/Kk6xBkPajm","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
2030,Negative,Serious Q: Do other civilized (interpret that how you will) nations allow their elections to turn into such a circus of clowns? #GOPDebate,"{'neg': 0.056, 'neu': 0.862, 'pos': 0.082, 'compound': 0.1531}",0.1531,0.082,0.862,0.056,Positive
2031,Negative,"@wessmith123 @FoxNews
FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina
#GOPDebate #morningjoe http://t.co/ygMGbAvqut","{'neg': 0.154, 'neu': 0.846, 'pos': 0.0, 'compound': -0.25}",-0.25,0.0,0.846,0.154,Negative
2032,Negative,"RT @sardoandtonic: Bush: you know what happens when we have low education standards?  This #GOPDebate, that's what.","{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.2732}",-0.2732,0.0,0.884,0.116,Negative
2033,Negative,"More 1% News. I do like the soundtrack a lot.
#GOPDebate: Riot Police, Saxophone Turn Back Protesters http://t.co/8rWU8PwRid","{'neg': 0.262, 'neu': 0.619, 'pos': 0.119, 'compound': -0.4588}",-0.4588,0.119,0.619,0.262,Negative
2034,Negative,"RT @Kerryepp: What if the media had treated Barack Obama liked Fox journalists treated Donald Trump? http://t.co/uHuNkEXEPX
#GOPDebate #tco…","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.4215}",0.4215,0.135,0.865,0.0,Positive
2035,Positive,"RT @laurenacooley: NYT assesment of @RandPaul's #GOPDebate performance... ""Made himself matter again."" #StandWithRand http://t.co/B54cR1kx4q","{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.0258}",0.0258,0.078,0.922,0.0,Neutral
2036,Positive,"RT @FredZeppelin12: WINNER OF TONIGHT's TWO DEBATES:

@CarlyFiorina  

#GOPDebate","{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.6739}",0.6739,0.362,0.638,0.0,Positive
2037,Neutral,RT @JosephKapsch: And @HillaryClinton @BarackObama and @JoeBiden are all... #GOPDebate http://t.co/gdGWasXwdR,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
2038,Negative,RT @johnnyfriegas: If I was a conspiracy guy I'd say FOX wants to hurt Trump by asking him questions and hurt Cruz by NOT asking him questi…,"{'neg': 0.317, 'neu': 0.683, 'pos': 0.0, 'compound': -0.8807}",-0.8807,0.0,0.683,0.317,Negative
2039,Negative,RT @MichelleDBeadle: It's like satire had relations with sketch comedy.  #GOPDebate,"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.6124}",0.6124,0.357,0.643,0.0,Positive
2040,Negative,"One thing you can say about the #GOPDebate last night, #DonaldTrump pretty much screwed himself of any chance of becoming President -","{'neg': 0.121, 'neu': 0.682, 'pos': 0.197, 'compound': 0.25}",0.25,0.197,0.682,0.121,Positive
2041,Negative,How can you deny the existence of something that shaped the country you're planning to run? #RaceBlindness #BenCarson #GOPDebate,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.34}",-0.34,0.0,0.882,0.118,Negative
2042,Neutral,Democrats #progress #GOPDebate  https://t.co/xJqCqeT2NM,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
2043,Negative,@ChrisChristie Why did you lie about your US Attorney Start/Appointment date during #GOPDebate? Too easy to fact check..,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4404}",0.4404,0.146,0.854,0.0,Positive
2044,Negative,"RT @KevinOfTheHill: Waiting for Trump to declare that he is god
#GOPDebate","{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2732}",0.2732,0.16,0.84,0.0,Positive
2045,Negative,Ignorant. Obnoxious. Repulsive. And Intolerable. Donald Trump is a pure JOKE! Americans cannot let this CLOWN become president! #GOPDebate,"{'neg': 0.241, 'neu': 0.635, 'pos': 0.124, 'compound': -0.412}",-0.412,0.124,0.635,0.241,Negative
2046,Negative,"""We were the first state to do a Choose Life license plate"" Yay! Does little Jeb want a gold star? Come and give mommy a hug!!! #GOPDebate","{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.8267}",0.8267,0.293,0.707,0.0,Positive
2047,Negative,"RT @HoldenMirror: The real voice of the #GOP in the #GOPDebate was @realDonaldTrump. @FoxNews don't be mad, he's only parroting what you ha…","{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.3875}",0.3875,0.107,0.893,0.0,Positive
2048,Negative,I tried to watch the #GOPDebate last night but I kept hearing farting noises.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
2049,Positive,I like senator #GOPDebate #Carson2016,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.3612,0.455,0.545,0.0,Positive
